model_name,estimator_label,fallback_note,cv_fold_count,auroc_mean,auroc_std,auprc_mean,auprc_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_sensitivity_mean,recall_sensitivity_std,specificity_mean,specificity_std,f1_score_mean,f1_score_std,brier_score_mean,brier_score_std
logistic_regression,LogisticRegression,xgboost unavailable; using HistGradientBoostingClassifier fallback,5,0.9981249999999999,0.002593729082914328,0.9989159599853729,0.0014951751359849352,0.975,0.017815241017174032,0.9948717948717949,0.0114670152692297,0.9649999999999999,0.022360679774997918,0.9916666666666668,0.01863389981249823,0.9796170074651087,0.014490512335704068,0.018140940039530318,0.007548141197781019
random_forest,RandomForestClassifier,xgboost unavailable; using HistGradientBoostingClassifier fallback,5,0.9996875,0.00046584749531248555,0.9997560975609755,0.0003339771692104168,0.99375,0.00855816496101822,0.9902439024390244,0.013359086768418698,1.0,0.0,0.9833333333333334,0.0228217732293819,0.9950617283950617,0.006762006882779858,0.010039687500000002,0.0066953977401945294
hist_gradient_boosting,HistGradientBoostingClassifier,xgboost unavailable; using HistGradientBoostingClassifier fallback,5,0.9997916666666666,0.0004658474953124297,0.9998780487804879,0.00027269121676826727,0.990625,0.00855816496101822,0.9951219512195122,0.01090764867073069,0.99,0.013693063937629165,0.9916666666666668,0.01863389981249823,0.9924675730582904,0.006877317366237337,0.008002040296933214,0.0072879731917152935
